105;CRESPO;LARA;VENEZUELA;CRE;A;1;5;
106;CRISTOBAL ROJAS;MIRANDA;VENEZUELA;CRI;A;1;5;
107;CRUZ PAREDES;BARINAS;VENEZUELA;CRU;A;1;5;
108;CRUZ SALMERON ACOSTA;SUCRE;VENEZUELA;CRU;A;1;5;
109;CUMAN;SUCRE;VENEZUELA;CUM;A;1;5;
110;DABAJURO;FALCON;VENEZUELA;DAB;A;1;5;
111;DEMOCRACIA;FALCON;VENEZUELA;DEM;A;1;5;
112;DIAZ;NUEVA ESPARTA;VENEZUELA;DIA;A;1;5;
113;DIEGO IBARRA;CARABOBO;VENEZUELA;DIE;A;1;5;
114;EL CALLAO;BOLIVAR;VENEZUELA;ELC;A;1;5;
115;EL HATILLO;MIRANDA;VENEZUELA;ELH;A;1;5;
116;EL JUNKO;VARGAS;VENEZUELA;ELJ;A;1;5;
117;EL JUNQUITO;DISTRITO FEDERAL;VENEZUELA;ELJ;A;1;5;
118;EL PARAISO;DISTRITO FEDERAL;VENEZUELA;ELP;A;1;5;
119;EL RECREO;DISTRITO FEDERAL;VENEZUELA;ELR;A;1;5;
120;EL SOCORRO;GUARICO;VENEZUELA;ELS;A;1;5;
121;EL TIGRE;ANSUASTEGUIE;VENEZUELA;ELT;A;1;5;
122;EL VALLE;DISTRITO FEDERAL;VENEZUELA;ELV;A;1;5;
123;ESCUQUE;TRUJILLO;VENEZUELA;ESC;A;1;5;
124;ESTELLER;PORTUGUESA;VENEZUELA;EST;A;1;5;
125;EZEQUIEL ZAMORA;BARINAS;VENEZUELA;EZE;A;1;5;
126;EZEQUIEL ZAMORA;MONAGAS;VENEZUELA;EZE;A;1;5;
127;FALCON;COJEDES;VENEZUELA;FAL;A;1;5;
128;FALCON;FALCON;VENEZUELA;FAL;A;1;5;
129;FEDERACION;FALCON;VENEZUELA;FED;A;1;5;
130;FERNANDEZ FEO;TACHIRA;VENEZUELA;FER;A;1;5;
131;FERNANDO DE PENALVER;ANZOATEGUI;VENEZUELA;FER;A;1;5;
132;FRANCISCO DE MIRANDA;ANZOATEGUI;VENEZUELA;FRA;A;1;5;
133;FRANCISCO DE MIRANDA;GUARICO;VENEZUELA;FRA;A;1;5;
134;FRANCISCO DE MIRANDA;TACHIRA;VENEZUELA;FRA;A;1;5;
135;FRANCISCO DEL CARMEN CARVAJAL;ANZOATEGUI;VENEZUELA;FRA;A;1;5;
136;FRANCISCO JAVIER PULGAR;ZULIA;VENEZUELA;FRA;A;1;5;
137;FRANCISCO LINARES ALCANTARA;ARAGUA;VENEZUELA;FRA;A;1;5;
138;GARCIA;NUEVA ESPARTA;VENEZUELA;GAR;A;1;5;
139;GARCIA DE HEVIA;TACHIRA;VENEZUELA;GAR;A;1;5;
140;GIRARDOT;ARAGUA;VENEZUELA;GIR;A;1;5;
141;GIRARDOT;COJEDES;VENEZUELA;GIR;A;1;5;
142;GOMEZ;NUEVA ESPARTA;VENEZUELA;GOM;A;1;5;
143;GRAN SABANA;BOLIVAR;VENEZUELA;GRA;A;1;5;
144;GUACARA;CARABOBO;VENEZUELA;GUA;A;1;5;
145;GUAICAIPURO;MIRANDA;VENEZUELA;GUA;A;1;5;
146;GUANARE;PORTUGUESA;VENEZUELA;GUA;A;1;5;
147;GUANARITO;PORTUGUESA;VENEZUELA;GUA;A;1;5;
148;GUANTA;ANZOATEGUI;VENEZUELA;GUA;A;1;5;
149;GUARAQUE;MERIDA;VENEZUELA;GUA;A;1;5;
150;GUASIMOS;TACHIRA;VENEZUELA;GUA;A;1;5;
151;HERES;BOLIVAR;VENEZUELA;HER;A;1;5;
152;INDEPENDENCIA;ANZOATEGUI;VENEZUELA;IND;A;1;5;
153;INDEPENDENCIA;MIRANDA;VENEZUELA;IND;A;1;5;
154;INDEPENDENCIA;TACHIRA;VENEZUELA;IND;A;1;5;
155;INDEPENDENCIA;YURACUY;VENEZUELA;IND;A;1;5;
156;IRIBARREN;LARA;VENEZUELA;IRI;A;1;5;
157;JACURA;FALCON;VENEZUELA;JAC;A;1;5;
158;JAUREGUI;TACHIRA;VENEZUELA;JAU;A;1;5;
159;JESUS ENRIQUE LOSSADA;ZULIA;VENEZUELA;JES;A;1;5;
160;JESUS MARIA SEMPRUN;ZULIA;VENEZUELA;JES;A;1;5;
161;JIMENEZ;LARA;VENEZUELA;JIM;A;1;5;
162;JOSE ANGEL LAMAS;ARAGUA;VENEZUELA;JOS;A;1;5;
163;JOSE ANTONIO PAEZ;YURACUY;VENEZUELA;JOS;A;1;5;
164;JOSE FELIPE MARQUEZ CANIZALES;TRUJILLO;VENEZUELA;JOS;A;1;5;
165;JOSE FELIX RIBAS;ARAGUA;VENEZUELA;JOS;A;1;5;
166;JOSE FELIX RIBAS;GUARICO;VENEZUELA;JOS;A;1;5;
167;JOSE GREGORIO MONAGAS;ANZOATEGUI;VENEZUELA;JOS;A;1;5;
168;JOSE MARIA VARGAS;TACHIRA;VENEZUELA;JOS;A;1;5;
169;JOSE RAFAEL REVENGA;ARAGUA;VENEZUELA;JOS;A;1;5;
170;JOSE TADEO MONAGAS;GUARICO;VENEZUELA;JOS;A;1;5;
171;JUAN ANTONIO SOTILLO;ANZOATEGUI;VENEZUELA;JUA;A;1;5;
172;JUAN GERMAN ROSCIO;GUARICO;VENEZUELA;JUA;A;1;5;
173;JUAN JOSE MORA;CARABOBO;VENEZUELA;JUA;A;1;5;
174;JUAN MANUEL CAJIGAL;ANZOATEGUI;VENEZUELA;JUA;A;1;5;
175;JUAN VICENTE CAMPO ELIAS;TRUJILLO;VENEZUELA;JUA;A;1;5;
176;JULIAN MELLADO;GUARICO;VENEZUELA;JUL;A;1;5;
177;JULIO CESAR SALAS;MERIDA;VENEZUELA;JUL;A;1;5;
178;JUNIN;TACHIRA;VENEZUELA;JUN;A;1;5;
179;JUSTO BRICENO;MERIDA;VENEZUELA;JUS;A;1;5;
180;LA ASUNCION;NUEVA ESPARTA;VENEZUELA;LAA;A;1;5;
181;LA CANADA DE URDANETA;ZULIA;VENEZUELA;LAC;A;1;5;
182;LA CEIBA;TRUJILLO;VENEZUELA;LAC;A;1;5;
183;LA GRITA;TACHIRA;VENEZUELA;LAG;A;1;5;
184;LA GUAIRA;VARGAS;VENEZUELA;LAG;A;1;5;
185;LA PASTORA;DISTRITO FEDERAL;VENEZUELA;LAP;A;1;5;
186;LA TRINIDAD;YURACUY;VENEZUELA;LAT;A;1;5;
187;LA VEGA;DISTRITO FEDERAL;VENEZUELA;LAV;A;1;5;
188;LA VICTORIA;ARAGUA;VENEZUELA;LAV;A;1;5;
189;LAGUNILLAS;ZULIA;VENEZUELA;LAG;A;1;5;
190;LANDER;MIRANDA;VENEZUELA;LAN;A;1;5;
191;LAS MERCEDES;GUARICO;VENEZUELA;LAS;A;1;5;
192;LEONARDO INFANTE;GUARICO;VENEZUELA;LEO;A;1;5;
193;LIBERTAD;ANZOATEGUI;VENEZUELA;LIB;A;1;5;
194;LIBERTAD;TACHIRA;VENEZUELA;LIB;A;1;5;
195;LIBERTADOR;ARAGUA;VENEZUELA;LIB;A;1;5;
196;LIBERTADOR;CARABOBO;VENEZUELA;LIB;A;1;5;
197;LIBERTADOR;MERIDA;VENEZUELA;LIB;A;1;5;
198;LIBERTADOR;MONAGAS;VENEZUELA;LIB;A;1;5;
199;LIBERTADOR;SUCRE;VENEZUELA;LIB;A;1;5;
200;LIBERTADOR;TACHIRA;VENEZUELA;LIB;A;1;5;
201;LIMA BLANCO;COJEDES;VENEZUELA;LIM;A;1;5;
202;LOBATERA;TACHIRA;VENEZUELA;LOB;A;1;5;
203;LOS GUAYOS;CARABOBO;VENEZUELA;LOS;A;1;5;
204;LOS SALIAS;MIRANDA;VENEZUELA;LOS;A;1;5;
205;LOS TAQUES;FALCON;VENEZUELA;LOS;A;1;5;
206;LOS TEQUES;MIRANDA;VENEZUELA;LOS;A;1;5;
207;LOS TESTIGOS;DEPENDENCIAS FEDERALES (DF);VENEZUELA;LOS;A;1;5;
208;MACARAO;DISTRITO FEDERAL;VENEZUELA;MAC;A;1;5;
209;MACHIQUES DE PERIJA;ZULIA;VENEZUELA;MAC;A;1;5;
210;MACUTO;VARGAS;VENEZUELA;MAC;A;1;5;
211;MAIQUETIA;VARGAS;VENEZUELA;MAI;A;1;5;
212;MANAPIARE;AMAZONAS;VENEZUELA;MAN;A;1;5;
213;MANEIRO;NUEVA ESPARTA;VENEZUELA;MAN;A;1;5;
214;MANUEL EZEQUIEL BRUZUAL;ANZOATEGUI;VENEZUELA;MAN;A;1;5;
215;MANUEL MONGE;YURACUY;VENEZUELA;MAN;A;1;5;
216;MARA;ZULIA;VENEZUELA;MAR;A;1;5;
217;MARACAIBO;ZULIA;VENEZUELA;MAR;A;1;5;
218;MARACAY;ARAGUA;VENEZUELA;MAR;A;1;5;
219;MARCANO;NUEVA ESPARTA;VENEZUELA;MAR;A;1;5;
220;MARIARA;CARABOBO;VENEZUELA;MAR;A;1;5;
221;MARINO;NUEVA ESPARTA;VENEZUELA;MAR;A;1;5;
222;MARINO;SUCRE;VENEZUELA;MAR;A;1;5;
223;MARIO BRICENO IRAGORRI;ARAGUA;VENEZUELA;MAR;A;1;5;
224;MAROA;AMAZONAS;VENEZUELA;MAR;A;1;5;
225;MATURIN;MONAGAS;VENEZUELA;MAT;A;1;5;
226;MAUROA;FALCON;VENEZUELA;MAU;A;1;5;
227;MEJIA;SUCRE;VENEZUELA;MEJ;A;1;5;
228;MERIDA;MERIDA;VENEZUELA;MER;A;1;5;
229;MICHELENA;TACHIRA;VENEZUELA;MIC;A;1;5;
230;MIRANDA;CARABOBO;VENEZUELA;MIR;A;1;5;
231;MIRANDA;FALCON;VENEZUELA;MIR;A;1;5;
232;MIRANDA;MERIDA;VENEZUELA;MIR;A;1;5;
233;MIRANDA;TRUJILLO;VENEZUELA;MIR;A;1;5;
234;MIRANDA;ZULIA;VENEZUELA;MIR;A;1;5;
235;MONSENOR ITURRIZA;FALCON;VENEZUELA;MON;A;1;5;
236;MONSENOR JOSE VICENTE DE UNDA;PORTUGUESA;VENEZUELA;MON;A;1;5;
237;MONTALBAN;CARABOBO;VENEZUELA;MON;A;1;5;
238;MONTE CARMELO;TRUJILLO;VENEZUELA;MON;A;1;5;
239;MONTES;SUCRE;VENEZUELA;MON;A;1;5;
240;MORAN;LARA;VENEZUELA;MOR;A;1;5;
241;MOTATAN;TRUJILLO;VENEZUELA;MOT;A;1;5;
242;MUNICIPIO CARLOS ALBERTO;ESTADO CARABOBO;VENEZUELA;MUN;A;1;5;
243;MUNOZ;APURE;VENEZUELA;MUN;A;1;5;
244;NAGUANAGUA;CARABOBO;VENEZUELA;NAG;A;1;5;
245;NAIGUATA;VARGAS;VENEZUELA;NAI;A;1;5;
246;NIRGUA;YURACUY;VENEZUELA;NIR;A;1;5;
247;OBISPO RAMOS DE LORA;MERIDA;VENEZUELA;OBI;A;1;5;
248;OBISPOS;BARINAS;VENEZUELA;OBI;A;1;5;
249;OCUMARE DE LA COSTA DE ORO;ARAGUA;VENEZUELA;OCU;A;1;5;
250;OCUMARE DEL TUY;MIRANDA;VENEZUELA;OCU;A;1;5;
251;ORTIZ;GUARICO;VENEZUELA;ORT;A;1;5;
252;OSPINO;PORTUGUESA;VENEZUELA;OSP;A;1;5;
253;PADRE NOGUERA;MERIDA;VENEZUELA;PAD;A;1;5;
254;PADRE PEDRO CHIEN;BOLIVAR;VENEZUELA;PAD;A;1;5;
255;PAEZ;APURE;VENEZUELA;PAE;A;1;5;
256;PAEZ;MIRANDA;VENEZUELA;PAE;A;1;5;
257;PAEZ;PORTUGUESA;VENEZUELA;PAE;A;1;5;
258;PAEZ;ZULIA;VENEZUELA;PAE;A;1;5;
259;PALAVECINO;LARA;VENEZUELA;PAL;A;1;5;
260;PALMASOLA;FALCON;VENEZUELA;PAL;A;1;5;
261;PAMPAN;TRUJILLO;VENEZUELA;PAM;A;1;5;
262;PAMPANITO;TRUJILLO;VENEZUELA;PAM;A;1;5;
263;PANAMERICANO;TACHIRA;VENEZUELA;PAN;A;1;5;
264;PAO DE SAN JUAN BAUTISTA;COJEDES;VENEZUELA;PAO;A;1;5;
265;PAPELON;PORTUGUESA;VENEZUELA;PAP;A;1;5;
266;PAZ CASTILLO;MIRANDA;VENEZUELA;PAZ;A;1;5;
267;PEDERNALES;DELTA AMACURO;VENEZUELA;PED;A;1;5;
268;PEDRAZA;BARINAS;VENEZUELA;PED;A;1;5;
269;PEDRO CAMEJO;APURE;VENEZUELA;PED;A;1;5;
270;PEDRO GUAL;MIRANDA;VENEZUELA;PED;A;1;5;
271;PEDRO MARIA FREITES;ANZOATEGUI;VENEZUELA;PED;A;1;5;
272;PEDRO MARIA URENA;TACHIRA;VENEZUELA;PED;A;1;5;
273;PEDRO ZARAZA;GUARICO;VENEZUELA;PED;A;1;5;
274;PENA;YURACUY;VENEZUELA;PEN;A;1;5;
275;PENINSULA DE MACANAO;NUEVA ESPARTA;VENEZUELA;PEN;A;1;5;
276;PETIT;FALCON;VENEZUELA;PET;A;1;5;
277;PIAR;BOLIVAR;VENEZUELA;PIA;A;1;5;
278;PIAR;MONAGAS;VENEZUELA;PIA;A;1;5;
279;PIRITU;ANZOATEGUI;VENEZUELA;PIR;A;1;5;
280;PIRITU;FALCON;VENEZUELA;PIR;A;1;5;
281;PLAZA;MIRANDA;VENEZUELA;PLA;A;1;5;
282;PUEBLO LLANO;MERIDA;VENEZUELA;PUE;A;1;5;
283;PUERTO AYACUCHO;AMAZONAS;VENEZUELA;PUE;A;1;5;
284;PUERTO CABELLO;CARABOBO;VENEZUELA;PUE;A;1;5;
285;PUERTO LA CRUZ;ANZOÁTEGUI;VENEZUELA;PUE;A;1;5;
286;PUERTO ORDAZ;BOLIVAR;VENEZUELA;PUE;A;1;5;
287;PUNCERES;MONAGAS;VENEZUELA;PUN;A;1;5;
288;PUNTO FIJO;FALCON;VENEZUELA;PUN;A;1;5;
289;RAFAEL RANGEL;TRUJILLO;VENEZUELA;RAF;A;1;5;
290;RAFAEL URDANETA;TACHIRA;VENEZUELA;RAF;A;1;5;
291;RANGEL;MERIDA;VENEZUELA;RAN;A;1;5;
292;RAUL LEONI;BOLIVAR;VENEZUELA;RAU;A;1;5;
293;RAUL LEONI;VARGAS;VENEZUELA;RAU;A;1;5;
294;RIBERO;SUCRE;VENEZUELA;RIB;A;1;5;
295;RICAURTE;COJEDES;VENEZUELA;RIC;A;1;5;
296;RIO NEGRO;AMAZONAS;VENEZUELA;RIO;A;1;5;
297;RIVAS DAVILA;MERIDA;VENEZUELA;RIV;A;1;5;
298;ROJAS;BARINAS;VENEZUELA;ROJ;A;1;5;
299;ROMULO GALLEGOS;APURE;VENEZUELA;ROM;A;1;5;
300;ROMULO GALLEGOS;COJEDES;VENEZUELA;ROM;A;1;5;
301;ROSARIO DE PERIJA;ZULIA;VENEZUELA;ROS;A;1;5;
302;ROSCIO;BOLIVAR;VENEZUELA;ROS;A;1;5;
303;SAMUEL DARIO MALDONADO;TACHIRA;VENEZUELA;SAM;A;1;5;
304;SAN AGUSTIN;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
305;SAN ANTONIO;TACHIRA;VENEZUELA;SAN;A;1;5;
306;SAN ANTONIO DE LOS ALTOS;MIRANDA;VENEZUELA;SAN;A;1;5;
307;SAN BERNARDINO;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
308;SAN CARLOS;COJEDES;VENEZUELA;SAN;A;1;5;
309;SAN CASIMIRO;ARAGUA;VENEZUELA;SAN;A;1;5;
310;SAN CRISTOBAL;TACHIRA;VENEZUELA;SAN;A;1;5;
311;SAN DIEGO;CARABOBO;VENEZUELA;SAN;A;1;5;
312;SAN FELIPE;YURACUY;VENEZUELA;SAN;A;1;5;
313;SAN FERNANDO DE APURE;APURE;VENEZUELA;SAN;A;1;5;
314;SAN FRANCISCO;FALCON;VENEZUELA;SAN;A;1;5;
315;SAN FRANCISCO;ZULIA;VENEZUELA;SAN;A;1;5;
316;SAN GENARO DE BOCONOÍTO;PORTUGUESA;VENEZUELA;SAN;A;1;5;
317;SAN GERONIMO DE GUAYABAL;GUARICO;VENEZUELA;SAN;A;1;5;
318;SAN JOAQUIN;CARABOBO;VENEZUELA;SAN;A;1;5;
319;SAN JOSE;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
320;SAN JOSE DE GUANIPA;ANZOATEGUI;VENEZUELA;SAN;A;1;5;
321;SAN JOSE DE GUARIBE;GUARICO;VENEZUELA;SAN;A;1;5;
322;SAN JUAN;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
323;SAN JUAN DE CAPISTRANO;ANZOATEGUI;VENEZUELA;SAN;A;1;5;
324;SAN JUAN DE LOS MORROS;GUARICO;VENEZUELA;SAN;A;1;5;
325;SAN JUDAS TADEO;TACHIRA;VENEZUELA;SAN;A;1;5;
326;SAN PEDRO;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
327;SAN RAFAEL DE CARVAJAL;TRUJILLO;VENEZUELA;SAN;A;1;5;
328;SAN RAFAEL DE ONOTO;PORTUGUESA;VENEZUELA;SAN;A;1;5;
329;SAN SEBASTIAN;ARAGUA;VENEZUELA;SAN;A;1;5;
330;SANTA ANA;ANZOATEGUI;VENEZUELA;SAN;A;1;5;
331;SANTA BARBARA;MONAGAS;VENEZUELA;SAN;A;1;5;
332;SANTA CRUZ;ARAGUA;VENEZUELA;SAN;A;1;5;
333;SANTA MARIA DE IPIRE;GUARICO;VENEZUELA;SAN;A;1;5;
334;SANTA RITA;ZULIA;VENEZUELA;SAN;A;1;5;
335;SANTA ROSALIA;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
336;SANTA ROSALIA;PORTUGUESA;VENEZUELA;SAN;A;1;5;
337;SANTA TERESA;DISTRITO FEDERAL;VENEZUELA;SAN;A;1;5;
338;SANTIAGO MARINO;ARAGUA;VENEZUELA;SAN;A;1;5;
339;SANTOS MARQUINA;MERIDA;VENEZUELA;SAN;A;1;5;
340;SANTOS MICHELENA;ARAGUA;VENEZUELA;SAN;A;1;5;
341;SEBORUCO;TACHIRA;VENEZUELA;SEB;A;1;5;
342;SIFONTES;BOLIVAR;VENEZUELA;SIF;A;1;5;
343;SILVA;FALCON;VENEZUELA;SIL;A;1;5;
344;SIMON BOLIVAR;ANZOATEGUI;VENEZUELA;SIM;A;1;5;
345;SIMON BOLIVAR;MIRANDA;VENEZUELA;SIM;A;1;5;
346;SIMON BOLIVAR;ZULIA;VENEZUELA;SIM;A;1;5;
347;SIMON PLANAS;LARA;VENEZUELA;SIM;A;1;5;
348;SIMON RODRIGUEZ;ANZOATEGUI;VENEZUELA;SIM;A;1;5;
349;SIMON RODRIGUEZ;TACHIRA;VENEZUELA;SIM;A;1;5;
350;SIR ARTUR MC GREGOR;ANZOATEGUI;VENEZUELA;SIR;A;1;5;
351;SOSA;BARINAS;VENEZUELA;SOS;A;1;5;
352;SOTILLO;MONAGAS;VENEZUELA;SOT;A;1;5;
353;SUCRE;ARAGUA;VENEZUELA;SUC;A;1;5;
354;SUCRE;BOLIVAR;VENEZUELA;SUC;A;1;5;
355;SUCRE;DISTRITO FEDERAL;VENEZUELA;SUC;A;1;5;
356;SUCRE;FALCON;VENEZUELA;SUC;A;1;5;
357;SUCRE;MERIDA;VENEZUELA;SUC;A;1;5;
358;SUCRE;MIRANDA;VENEZUELA;SUC;A;1;5;
359;SUCRE;PORTUGUESA;VENEZUELA;SUC;A;1;5;
360;SUCRE;SUCRE;VENEZUELA;SUC;A;1;5;
361;SUCRE;TACHIRA;VENEZUELA;SUC;A;1;5;
362;SUCRE;TRUJILLO;VENEZUELA;SUC;A;1;5;
363;SUCRE;YURACUY;VENEZUELA;SUC;A;1;5;
364;SUCRE;ZULIA;VENEZUELA;SUC;A;1;5;
365;TINACO;COJEDES;VENEZUELA;TIN;A;1;5;
366;TOCOPERO;FALCON;VENEZUELA;TOC;A;1;5;
367;TORBES;TACHIRA;VENEZUELA;TOR;A;1;5;
